0.439319	0	0	0	0	0	0	0	0	-0.02645755	0	0	-0.0006075783	-0.003522301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.4447747	0	0	0	0	0	0	0	0	0	0	0	-0.02281889	0	0	0	0	0	0	0	0	0	0	-0.01341645	0	0	0	0	0
0	0	0.4224746	0	0	-0.01238230	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.003045665	0	0	0	0	0	0	-0.002249235	0	0	0
0	0	0	0.4231474	0	0	-0.02614603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.4198880	0	-0.03329812	0	0	0	0	0	0	0	-0.002651449	0	0	0	0	-0.004612598	0	0	0	0	0	0	0	0	0	0
0	0	-0.0123823	0	0	0.4063553	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01298374	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.02614603	-0.03329813	0	0.4325619	0	0	-0.003761339	-0.010741	-0.009281728	0	0	0	-0.0005588617	0	0	0	-0.01908056	0	0	0	0	-0.002402364	-0.006437103	-0.01533652	0	0	-0.006819357
0	0	0	0	0	0	0	0.394613	0	-0.005414942	0	0	0	0	0	0	0	0	0	-0.006197925	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.4503644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.003739021	0	0	0	0
-0.02645755	0	0	0	0	0	-0.003761350	-0.005414943	0	0.4180554	-0.0005599705	0	0	0	0	0	0	-0.01823957	0	0	0	0	0	0	0	-0.008456828	0	0	0	0
0	0	0	0	0	0	-0.01074100	0	0	-0.0005599728	0.3449063	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01046310	0	0	0	0	0
0	0	0	0	0	0	-0.009281728	0	0	0	0	0.4074792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0006075783	0	0	0	0	0	0	0	0	0	0	0	0.4351398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.003522301	-0.02281888	0	0	0	0	0	0	0	0	0	0	0	0.3621961	0	0	0	0	-0.001011053	-0.01859278	0	0	-0.002209146	0	-0.003546407	-0.008831735	0	-0.009428647	0	0
0	0	0	0	-0.002651449	0	0	0	0	0	0	0	0	0	0.4141026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.0005590803	0	0	0	0	0	0	0	0	0.3827250	-0.01886554	-0.0238866	0	-0.01276930	-0.01906185	0	-0.01630364	-0.005218693	-0.03614651	-0.02905267	-0.03639905	-0.01025763	-0.02219736	-0.02163778
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01886444	0.3738557	-0.02068140	-0.02652509	-0.06336129	-0.004740943	-0.02924010	-0.005974659	-0.04480295	-0.02944995	-0.01298743	-0.03184876	-0.01995967	-0.01125435	-0.007324052
0	0	0	0	0	0	0	0	0	-0.01823946	0	0	0	0	0	-0.02388587	-0.02068164	0.3631523	-0.03612172	-0.01447962	-0.01933625	-0.01228987	-0.01604514	0	-0.01824653	-0.01912801	-0.01142476	-0.01549925	0	-0.04056688
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.001011149	0	0	-0.02652544	-0.03612156	0.3861779	-0.01444734	-0.01889291	-0.03132449	-0.01720559	-0.004052669	-0.02063896	0	-0.03113441	-0.02274677	-0.01879489	-0.03983972
0	0	-0.003045662	0	-0.004612615	-0.01298377	-0.01908084	-0.006197939	0	0	0	0	0	-0.01859294	0	-0.01276906	-0.0633612	-0.01447927	-0.01444763	0.3547464	-0.01464927	-0.03479294	-0.04490164	-0.0360157	-0.01743062	-0.02878962	-0.03986245	-0.003298119	-0.03067337	-0.007008701
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01906097	-0.004739534	-0.01933506	-0.01889215	-0.01464747	0.3511618	-0.01553997	-0.003911766	0	-0.005786135	-0.01366839	-0.03395143	-0.03054761	0	-0.02958306
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.02923961	-0.01228937	-0.03132468	-0.03479231	-0.01554096	0.3607427	-0.03251139	-0.0005109475	-0.01533945	-0.02151311	-0.03224301	-0.02326518	-0.03695255	-0.03096901
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.002209297	0	-0.01630368	-0.005974409	-0.01604496	-0.01720619	-0.04490173	-0.003912826	-0.03251180	0.3780585	-0.01457270	-0.04779275	-0.02918859	0	-0.0318137	-0.01115535	-0.01621394
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.005218533	-0.0448024	0	-0.004052617	-0.03601537	0	-0.0005112184	-0.01457245	0.3646390	0	-0.01232856	0	-0.02365534	-0.01421927	0
0	-0.01341642	0	0	0	0	-0.002402433	0	0	0	-0.01046307	0	0	-0.003546424	0	-0.03614593	-0.0294476	-0.01824479	-0.02063775	-0.01742902	-0.005785545	-0.01533944	-0.04779231	0	0.3923084	-0.02217212	-0.02141943	-0.03913901	-0.02430238	-0.03244463
0	0	0	0	0	0	-0.006437087	0	-0.003739016	-0.00845686	0	0	0	-0.008831707	0	-0.02905253	-0.01298577	-0.01912690	0	-0.02878887	-0.01366781	-0.02151323	-0.02918832	-0.0123286	-0.02217264	0.3392079	-0.01890929	-0.04067476	-0.03494383	-0.01328980
0	0	-0.002249237	0	0	0	-0.01533644	0	0	0	0	0	0	0	0	-0.03639921	-0.03184779	-0.01142415	-0.03113367	-0.03986201	-0.03395077	-0.03224312	0	0	-0.0214194	-0.01890953	0.3416086	-0.003057544	-0.02358707	-0.02806922
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.009428578	0	-0.0102578	-0.01995908	-0.01549898	-0.02274607	-0.003297766	-0.03054686	-0.02326497	-0.03181357	-0.02365525	-0.03913873	-0.04067481	-0.003058117	0.3849682	-0.01046586	-0.0460719
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.02219761	-0.01125475	0	-0.01879501	-0.03067399	0	-0.03695286	-0.0111557	-0.01421939	-0.02430252	-0.0349439	-0.02358714	-0.01046586	0.3754508	0
0	0	0	0	0	0	-0.006819301	0	0	0	0	0	0	0	0	-0.02163815	-0.007325061	-0.04056778	-0.03984043	-0.007009908	-0.02958342	-0.03096938	-0.01621417	0	-0.03244464	-0.01328958	-0.02806879	-0.04607162	0	0.3841835
